"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/14/2016","Mobile Fee","MOBILE TRANSACTION FEE","0.50","debit","Service Fee","LIFEGREEN SAVINGS","",""
"12/13/2016","Nicholson Cleaners","NICHOLSON CLEAN  2398","45.60","debit","Laundry","LIFEGREEN CHECKING F","",""
"12/12/2016","Cook Out","COOK OUT WEST E  2398","5.45","debit","Restaurants","LIFEGREEN CHECKING F","",""
"12/12/2016","J.Crew","J. CREW FACTORY  2398","32.75","debit","Clothing","LIFEGREEN CHECKING F","",""
"12/12/2016","Metro","L2G*METRO PARKS  2398","6.14","debit","Utilities","LIFEGREEN CHECKING F","",""
"12/12/2016","Murphy Atwa","MURPHY7279ATWA   2398","21.93","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"12/12/2016","Publix","PUBLIX SUPER M   2398","8.51","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/12/2016","Chipotle","CHIPOTLE ONLINE  2398","10.65","debit","Restaurants","LIFEGREEN CHECKING F","",""
"12/12/2016","Wal-Mart","WM SUPERC Wal-   2398","63.68","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/09/2016","Jackson's","JACKSONS BAR &   2398","12.75","debit","Restaurants","LIFEGREEN CHECKING F","",""
"12/09/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1267.02","credit","Paycheck","LIFEGREEN CHECKING F","",""
"12/09/2016","Star Market","5 STAR MARKETS   2398","1.96","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/09/2016","Time In Shop","SQ *TIME IN SHO  2398","2.83","debit","Restaurants","LIFEGREEN CHECKING F","",""
"12/08/2016","Aloft","ALOFT NASHVILLE  2398","29.12","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/08/2016","Star Market","5 STAR MARKETS   2398","1.96","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/06/2016","Comcast","COMCAST          2398","66.95","debit","Television","LIFEGREEN CHECKING F","",""
"12/06/2016","Culvers","CULVERS OF FRAN  2398","7.63","debit","Restaurants","LIFEGREEN CHECKING F","",""
"12/05/2016","Check 129","3400736733 129","863.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"12/05/2016","Kroger","KROGER LI 4560   2398","75.46","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/05/2016","Uber.com","UBER   US DEC03  2398","5.45","debit","Fun","LIFEGREEN CHECKING F","",""
"12/05/2016","Kiwanis Christm","KIWANIS CHRISTM  2398","102.64","debit","Gifts & Donations","LIFEGREEN CHECKING F","",""
"12/05/2016","Chipotle","CHIPOTLE 1687    2398","7.10","debit","Restaurants","LIFEGREEN CHECKING F","",""
"12/05/2016","Red Door Saloon","RED DOOR SALOON  2398","4.75","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/02/2016","Doubletree","DOUBLETREE NASH  2398","4.49","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/02/2016","Doubletree","DOUBLETREE NASH  2398","1.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/02/2016","Fleet Street Pub","FLEET STREET PU  2398","17.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"12/01/2016","Kroger","KROGER LI 2201   2398","7.36","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/01/2016","Transfer to LIFEGREEN SAVINGS","EB TO SAVINGS # 0181890710","10.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"12/01/2016","Kroger","KROGER LIMITED   2398","0.94","debit","Groceries","LIFEGREEN CHECKING F","",""
"12/01/2016","Transfer from LIFEGREEN CHECKING F","EB FROM CHECKING # 0165451627","10.00","credit","Transfer","LIFEGREEN SAVINGS","",""
"11/30/2016","Mapco Express","MAPCO-EXPRESS #  2398","16.55","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"11/30/2016","Transfer to Discover","DISCOVER         E-PAYMENT","76.02","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"11/30/2016","Chile Burrito 2l","CHILE BURRITO -  2398","10.38","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/30/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1247.89","credit","Paycheck","LIFEGREEN CHECKING F","",""
"11/30/2016","Interest","INTEREST PAYMENT","0.11","credit","Interest Income","LIFEGREEN SAVINGS","",""
"11/29/2016","Transfer from LIFEGREEN CHECKING F","DIRECTPAY FULL BALANCE","76.02","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"11/29/2016","San Antonio Taco","SAN ANTONIO TAC  2398","4.68","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/28/2016","J.Crew","J. CREW FACTOR   2398","65.13","debit","Clothing","LIFEGREEN CHECKING F","",""
"11/28/2016","Kv Naturals","KV NATURALS INC  2398","28.94","debit","Gifts & Donations","LIFEGREEN CHECKING F","",""
"11/28/2016","H&M","H&M #330         2398","32.78","debit","Clothing","LIFEGREEN CHECKING F","",""
"11/28/2016","Tenn Cab Go","SQ *TENN CAB GO  2398","17.25","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"11/28/2016","Kroger","KROGER LI 2201   2398","52.85","debit","Groceries","LIFEGREEN CHECKING F","",""
"11/28/2016","Frothy Monkey, LLC","FROTHY MONKEY    2398","9.60","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"11/28/2016","Crazy Town","CRAZY TOWN       2398","15.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/28/2016","Uber.com","UBER   US NOV25  2398","7.16","debit","Fun","LIFEGREEN CHECKING F","",""
"11/28/2016","Crazy Town","CRAZY TOWN       2398","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/28/2016","Panera Bread","PANERA BREAD #1  2398","9.61","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/28/2016","Jed Sports Ba","JED S SPORTS BA  2398","25.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/28/2016","Uber.com","UBER   US NOV25  2398","5.00","debit","Fun","LIFEGREEN CHECKING F","",""
"11/28/2016","Annual Savings Bonus","ANNUAL SAVINGS BONUS","100.00","credit","Bonus","LIFEGREEN SAVINGS","",""
"11/25/2016","Shell","SHELL OIL 91002  2398","9.90","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"11/22/2016","Shell","SHELL OIL 91002  2398","4.99","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"11/22/2016","Ldi Opticontact","LDI*OptiContact  2398","100.15","debit","Eyecare","LIFEGREEN CHECKING F","",""
"11/21/2016","Clydes","CLYDES NASHVILL  2398","30.15","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/21/2016","Uber.com","UBER   US NOV18  2398","2.42","debit","Fun","LIFEGREEN CHECKING F","",""
"11/21/2016","South Street","SOUTH STREET 2   2398","15.46","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/21/2016","Federal Express","FEDEXOFFICE   0  2398","21.14","debit","Shipping","LIFEGREEN CHECKING F","",""
"11/21/2016","Cocos Italian M","COCOS ITALIAN M  2398","219.59","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"11/21/2016","Tadros Taxi","SQ *TADROS TAXI  2398","9.88","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"11/21/2016","Music City","MUSIC CITY FLAT  2398","35.11","debit","Auto & Transport","LIFEGREEN CHECKING F","",""
"11/18/2016","Greek Touch","THE GREEK TOUCH  2398","8.89","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/18/2016","Primings Cigar","PRIMINGS CIGAR   2398","18.92","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/18/2016","Mapco Exp","MAPCO EXP#3307   2398","3.71","debit","Groceries","LIFEGREEN CHECKING F","",""
"11/16/2016","YMCA","YMCA OF MIDDLE   2398","44.00","debit","Gym","LIFEGREEN CHECKING F","",""
"11/16/2016","Clydes","CLYDES NASHVILL  2398","13.93","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/16/2016","Starbucks","STARBUCKS STORE  2398","2.68","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"11/15/2016","Double Dogs Syl","DOUBLE DOGS SYL  2398","20.05","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/15/2016","Kroger","KROGER LI 4560   2398","19.16","debit","Groceries","LIFEGREEN CHECKING F","",""
"11/15/2016","Parlour Juk","Parlour and Juk  2398","40.00","debit","Hair","LIFEGREEN CHECKING F","",""
"11/15/2016","Kroger","KROGER LI 4560   2398","43.75","debit","Groceries","LIFEGREEN CHECKING F","",""
"11/15/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1247.88","credit","Paycheck","LIFEGREEN CHECKING F","",""
"11/14/2016","Uber.com","UBER   US NOV11  2398","2.97","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Cab Service","SQ *CAB SERVICE  2398","26.54","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"11/14/2016","Crows Nest","CROWS NEST       2398","30.60","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/14/2016","Red Door Saloon","RED DOOR SALOON  2398","25.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/14/2016","Uber.com","UBER   US NOV12  2398","2.94","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Uber.com","UBER TECHNOLOGI  2398","8.13","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Uber.com","UBER   US NOV11  2398","5.45","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Uber.com","UBER   US NOV11  2398","15.85","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Waffle House","WAFFLE HOUSE 05  2398","15.72","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/14/2016","Fido","FIDO             2398","5.00","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"11/14/2016","ReBar","REBAR            2398","60.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/14/2016","Chile Burrito 2l","CHILE BURRITO -  2398","8.47","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/14/2016","Inst Xfer","PAYPAL           INST XFER","46.89","debit","Transfer","LIFEGREEN CHECKING F","",""
"11/14/2016","Wal-Mart","Wal-Mart Super   2398","31.51","debit","Groceries","LIFEGREEN CHECKING F","",""
"11/14/2016","J","SQ *NASHVILLE J  2398","95.00","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Fido","FIDO             2398","10.00","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"11/14/2016","Tin Roof","TIN ROOF NASHVI  2398","18.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/14/2016","J","SQ *NASHVILLE J  2398","50.00","debit","Fun","LIFEGREEN CHECKING F","",""
"11/14/2016","Cab Service","SQ *CAB SERVICE  2398","22.13","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"11/10/2016","Greek Touch","THE GREEK TOUCH  2398","8.89","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/10/2016","V Adj","V4ADJ 26-6314000081","863.50","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"11/09/2016","Dollar Shave Club","DSC*DOLLAR SHAV  2398","3.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"11/09/2016","Time In Shop","SQ *TIME IN SHO  2398","6.81","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/08/2016","Metro","L2G*METRO PARKS  2398","20.45","debit","Utilities","LIFEGREEN CHECKING F","",""
"11/08/2016","Time In Shop","SQ *TIME IN SHO  2398","6.54","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/08/2016","Jackson's","JACKSONS BAR &   2398","19.83","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/08/2016","Amazon","AMAZON MKTPLACE  2398","9.64","debit","Shopping","LIFEGREEN CHECKING F","",""
"11/08/2016","Uber.com","UBER TECHNOLOGI  2398","6.18","debit","Fun","LIFEGREEN CHECKING F","",""
"11/07/2016","Comcast","COMCAST 800-266-2278 GA44023682FV4S4ZMM","66.95","debit","Television","DISCOVER IT CHROME CARD","",""
"11/07/2016","Valentine N","THE VALENTINE N  2398","6.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/07/2016","Just Love Coffe","JUST LOVE COFFE  2398","19.01","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/07/2016","Batters Box","BATTERS BOX      2398","34.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/07/2016","Metro","L2G*METRO PARKS  2398","81.84","debit","Utilities","LIFEGREEN CHECKING F","",""
"11/07/2016","Uber.com","UBER TECHNOLOGI  2398","5.45","debit","Fun","LIFEGREEN CHECKING F","",""
"11/07/2016","Valentine N","THE VALENTINE N  2398","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/07/2016","Bar Louie Nashv","BAR LOUIE NASHV  2398","36.02","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/07/2016","Red Door Saloon","RED DOOR SALOON  2398","13.25","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/07/2016","Chipotle","CHIPOTLE 1370    2398","10.32","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/07/2016","Panera Bread","PANERA BREAD #8  2398","10.14","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/07/2016","Shell","SHELL Service    2398","10.06","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"11/07/2016","Amazon","AMAZON MKTPLACE  2398","4.37","debit","Shopping","LIFEGREEN CHECKING F","",""
"11/04/2016","Taco Bell","TACO BELL #0034  2398","2.28","debit","Restaurants","LIFEGREEN CHECKING F","",""
"11/03/2016","Shell","SHELL Service    2398","34.92","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"11/02/2016","Echeck","PAYPAL           ECHECK","5.00","debit","Fun","LIFEGREEN CHECKING F","",""
"11/02/2016","Clydes","CLYDES NASHVILL  2398","27.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"11/01/2016","Uber Us","UBER   US OCT31  2398","5.45","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"11/01/2016","Check 127","9100739601 127","20.50","debit","Check","LIFEGREEN CHECKING F","",""
"11/01/2016","Eb Savings","EB TO SAVINGS # 0181890710","10.00","debit","$200 Savings Transfe","LIFEGREEN CHECKING F","",""
"11/01/2016","Eb Checking","EB FROM CHECKING # 0165451627","10.00","credit","Income","LIFEGREEN SAVINGS","",""
"10/31/2016","The Big Bang","THE BIG BANG NA  2398","11.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/31/2016","The Big Bang","THE BIG BANG NA  2398","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/31/2016","Uber Us","UBER   US OCT28  2398","2.73","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/31/2016","Nsi Group","THE NSI GROUP    2398","22.18","debit","Fun","LIFEGREEN CHECKING F","",""
"10/31/2016","Discover E","DISCOVER         E-PAYMENT","435.49","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/31/2016","Aramark","ARAMARK NISSAN   2398","17.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/31/2016","Aramark","ARAMARK NISSAN   2398","17.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/31/2016","Chile Burrito 2l","CHILE BURRITO -  2398","7.59","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/31/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1247.89","credit","Paycheck","LIFEGREEN CHECKING F","",""
"10/31/2016","Tin Roof","TIN ROOF NASHVI  2398","65.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/31/2016","Interest","INTEREST PAYMENT","0.11","credit","Interest Income","LIFEGREEN SAVINGS","",""
"10/29/2016","Directpay Full Balance","DIRECTPAY FULL BALANCE","435.49","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"10/28/2016","Kroger","KROGER LIMITED   2398","2.94","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/28/2016","Red Door Saloon","RED DOOR SALOON  2398","34.75","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/28/2016","Trader Joe's","TRADER JOE S #   2398","37.56","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/28/2016","Kroger","KROGER LI 2201   2398","11.74","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/28/2016","Varallo's","VARALLOS         2398","5.90","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/25/2016","Metro","L2G*METRO PARKS  2398","20.45","debit","Utilities","LIFEGREEN CHECKING F","",""
"10/25/2016","Frg Teamfanshop","FRG*TEAMFANSHOP  5699","129.49","credit","Income","LIFEGREEN CHECKING F","",""
"10/25/2016","Kwik Sak 620","KWIK SAK 625     2398","5.44","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/24/2016","Uber Us","UBER   US OCT21  2398","6.37","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/24/2016","3 M Market","3M MARKET        2398","9.38","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/24/2016","Uber Us","UBER   US OCT21  2398","5.45","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/24/2016","Chipotle","CHIPOTLE 1370    2398","29.01","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/21/2016","Uber Us","UBER   US OCT20  2398","4.57","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/21/2016","Tin Roof","TIN ROOF NASHVI  2398","17.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/21/2016","Uber Us","UBER   US OCT20  2398","2.77","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/21/2016","Express Food Mart","EXPRESS FOOD M   2398","20.20","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"10/21/2016","Federal Express","FEDEXOFFICE   0  2398","6.42","debit","Shipping","LIFEGREEN CHECKING F","",""
"10/21/2016","Santorini Greek","SANTORINI GREEK  2398","8.63","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/21/2016","Other Bank ATM","OTHER BANK ATM WITHDRAWAL FEE","2.50","debit","ATM Fee","LIFEGREEN CHECKING F","",""
"10/21/2016","Tin Roof","TIN ROOF NASHVI  2398","21.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/21/2016","Express Food M","EXPRESS FOOD M  1101 WOODLAND","22.50","debit","Food & Dining","LIFEGREEN CHECKING F","",""
"10/20/2016","Uber Us","UBER   US OCT19  2398","6.25","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/20/2016","Uber Us","UBER   US OCT19  2398","8.24","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/20/2016","Shell","SHELL OIL 91002  2398","15.52","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"10/20/2016","Starbucks","STARBUCKS STORE  2398","3.22","debit","Coffee Shops","LIFEGREEN CHECKING F","",""
"10/20/2016","Obie's Pizza","OBIES PIZZA      2398","6.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/19/2016","Echeck","PAYPAL           ECHECK","36.19","debit","Fun","LIFEGREEN CHECKING F","",""
"10/18/2016","Target","TARGET T- 26 W   2398","58.95","debit","Shopping","LIFEGREEN CHECKING F","",""
"10/17/2016","Zaxby's","ZAXBYS 1079      2398","8.18","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/17/2016","BP","BP#8774267MAPCO  2398","11.68","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"10/17/2016","Regions Cumberland Av","Regions         CUMBERLAND AV","80.00","debit","Cash & ATM","LIFEGREEN CHECKING F","",""
"10/17/2016","Kroger","KROGER LI 2201   2398","45.67","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/17/2016","Uber Us","UBER   US OCT14  2398","6.15","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/17/2016","Uber Us","UBER   US OCT15  2398","11.24","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/17/2016","Scruffy City Ha","SCRUFFY CITY HA  2398","29.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/17/2016","Uber Us","UBER   US OCT14  2398","25.67","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/17/2016","YMCA","YMCA OF MIDDLE   2398","44.00","debit","Gym","LIFEGREEN CHECKING F","",""
"10/17/2016","Uber Us","UBER   US OCT15  2398","6.74","debit","Rental Car & Taxi","LIFEGREEN CHECKING F","",""
"10/14/2016","Sportsman's","SPORTSMAN S GRI  2398","12.83","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/14/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1247.88","credit","Paycheck","LIFEGREEN CHECKING F","",""
"10/14/2016","Crows Nest","CROWS NEST       2398","14.40","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/13/2016","Gateway","GATEWAY TO NASH  2398","6.00","debit","Electronics & Software","LIFEGREEN CHECKING F","",""
"10/11/2016","Kroger","KROGER LI 800    2398","43.45","debit","Groceries","LIFEGREEN CHECKING F","",""
"10/11/2016","Metro","L2G*METRO PARKS  2398","12.76","debit","Utilities","LIFEGREEN CHECKING F","",""
"10/08/2016","Chipotle","CHIPOTLE 1687 NASHVILLE TN","9.07","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"10/06/2016","Comcast","COMCAST          2398","66.95","debit","Television","LIFEGREEN CHECKING F","",""
"10/05/2016","Crest Honda World","CREST HONDA WORLD NASHVILLE TN","86.08","debit","Service & Parts","DISCOVER IT CHROME CARD","",""
"10/05/2016","Shell","SHELL 91002738434 NASHVILLE TN","7.10","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"10/05/2016","Santorini Greek Restaura","SANTORINI GREEK RESTAURA NASHVILLE TN","5.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"10/04/2016","Check 126","9200248913 126","843.00","debit","Check","LIFEGREEN CHECKING F","",""
"10/03/2016","Ju Ca","PAYPAL *NASHVILLEJU 402-935-7733 CA","77.49","debit","Fun","DISCOVER IT CHROME CARD","",""
"10/03/2016","Transfer to LIFEGREEN SAVINGS","EB TO SAVINGS # 0181890710","10.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/03/2016","Amazon","Amazon.com       2398","9.20","debit","Shopping","LIFEGREEN CHECKING F","",""
"10/03/2016","Transfer from LIFEGREEN CHECKING F","EB FROM CHECKING # 0165451627","10.00","credit","Transfer","LIFEGREEN SAVINGS","",""
"10/01/2016","Kroger","KROGER #571 HENDERSONVILLTN","46.41","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/30/2016","Deli Daves","DELI DAVES NASHVILLE TN","8.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/30/2016","Star Market","5 STAR MARKETS   2398","1.30","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/30/2016","Ubs Usa Llc","UBS USA LLC      PAYROLL","1247.89","credit","Paycheck","LIFEGREEN CHECKING F","",""
"9/30/2016","Interest","INTEREST PAYMENT","0.11","credit","Interest Income","LIFEGREEN SAVINGS","",""
"9/29/2016","Crows Nest","CROWS NEST NASHVILLE TN","24.36","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/29/2016","Time In Shop","SQ *TIME IN SHOP NASHVILLE TN000230584301086524550","3.49","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/28/2016","Exxon","EXXONMOBIL NASHVILLE TN","30.57","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/28/2016","Chile Burrito","CHILE BURRITO - NASHVILL NASHVILLE TN","8.58","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/28/2016","Pinewood Social","PINEWOOD SOCIAL  2398","9.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/27/2016","Exxon","EXXONMOBIL NASHVILLE TN","11.61","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/27/2016","Kebab Gyros","KEBAB GYROS NASHVILLE TN","8.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/26/2016","Regions Cumberland Av","Regions         CUMBERLAND AV","110.00","debit","Cash & ATM","LIFEGREEN CHECKING F","",""
"9/26/2016","Cool Beans Bar & Grill","COOL BEANS BAR   2398","12.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/26/2016","McDonald's","MCDONALD S F249  2398","5.77","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/26/2016","Uptown","UPTOWN BAR AND   2398","20.48","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/26/2016","Chaiyos Thai An","CHAIYOS THAI AN  2398","7.67","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/25/2016","Exxon","EXXONMOBIL CROSSVILLE TN","37.83","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/25/2016","Subway","SUBWAY 00501650255 CROSSVILLE TN","6.91","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/25/2016","Wal-Mart","WAL-MART SC - #1376 HENDERSONVILLTN","11.86","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/24/2016","Wendy's","WENDYS-CUMBERLAND # KNOXVILLE TN","4.24","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/24/2016","Walgreens","WALGREENS #1015 KNOXVILLE TN","4.36","debit","Pharmacy","DISCOVER IT CHROME CARD","",""
"9/23/2016","Sams Party Store","SAMS PARTY STORE KNOXVILLE TN","19.87","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/23/2016","Jimmy John's","JIMMY JOHNS - 334 KNOXVILLE TN","15.00","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/23/2016","Walgreens","WALGREENS STOR   2398","14.12","debit","Pharmacy","LIFEGREEN CHECKING F","",""
"9/22/2016","Chick-Fil-A","CHICK-FIL-A #03557 NASHVILLE TN","12.17","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/21/2016","Walgreens","WALGREENS #0696 NASHVILLE TN","6.56","debit","Pharmacy","DISCOVER IT CHROME CARD","",""
"9/21/2016","Tiger Market","TIGERMARKET #2   2398","2.46","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/20/2016","Shell","SHELL OIL 12497  2398","10.01","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"9/20/2016","Check 125","9300209134 125","65.55","debit","Check","LIFEGREEN CHECKING F","",""
"9/20/2016","Obie's Pizza","OBIES PIZZA      2398","7.00","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/19/2016","ReBar","REBAR            2398","10.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/19/2016","Exxon","EXXONMOBIL    4  2398","22.56","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
"9/19/2016","Beers Den Bbq","BEERS DEN BBQ N  2398","14.61","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/19/2016","Wal-Mart","Wal-Mart Super   2398","29.64","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/19/2016","Red Door Saloon","RED DOOR SALOON  2398","11.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/19/2016","Amazon","AMAZON.COM AMZN  2398","11.05","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/19/2016","Shell","SHELL OIL 57542  2398","9.83","debit","Gas & Fuel","LIFEGREEN CHECKING F","",""
